ReportCandidateFirstName,EndingBalanceDisplay,Category,ExpenditureUnitemizedTotalDisplay,BeginningBalanceDisplay,ReportTypeId,Id,ReceiptUnitemizedTotalDisplay,FilingId,Reimbursee,AmendmentReason,ReceiptItemizedTotalDisplay,ExpenditureItemizedTotalDisplay,FilingDate,FilingDateShortDisplay,FilingMechanism,ReceiptTotal,FullNameReverse,LiabilityTotalDisplay,SavingsTotalDisplay,EndingDateDisplay,BeginningDateDisplay,Ui,IsAmended,ReceiptTotalDisplay,PaymentsDisplay,CpfId,FilingDateDisplay,IsAmendment,ExpenditureTotalDisplay,ReportId,ReportYear,InkindTotalDisplay,ReportTypeDescription,ReportingPeriod
Mariko,"$2,104.17",D,$0.00,"$1,255.42",71,543419,$0.00,60002,,,$983.74,$134.99,2015-08-18T08:30:20.213,8/18/2015,Bank Reporter 3,983.74,"Davidson, Mariko",$0.00,$0.00,8/15/2015,8/1/2015,,False,$983.74,$0.00,16129,8/18/2015,False,$134.99,543419,2015,$0.00,Bank Report,8/1 - 8/15/2015
Mariko,"$1,255.42",D,$0.00,$712.02,72,541497,$0.00,60002,,,$611.47,$68.07,2015-08-03T13:51:13.32,8/3/2015,Bank Reporter 3,611.47,"Davidson, Mariko",$0.00,$0.00,7/31/2015,7/16/2015,,False,$611.47,$0.00,16129,8/3/2015,False,$68.07,541497,2015,$0.00,Bank Report,7/16 - 7/31/2015
Mariko,$712.02,D,$0.00,$25.00,71,540114,$0.00,60002,,,$707.00,$19.98,2015-07-20T15:25:52.757,7/20/2015,Bank Reporter 3,707.0,"Davidson, Mariko",$0.00,$0.00,7/15/2015,7/1/2015,,False,$707.00,$0.00,16129,7/20/2015,False,$19.98,540114,2015,$0.00,Bank Report,7/1 - 7/15/2015
Mariko,$25.00,D,$0.00,$0.00,72,537910,$0.00,60002,,,$25.00,$0.00,2015-07-02T17:43:45.49,7/2/2015,Bank Reporter 3,25.0,"Davidsion, Mariko",$0.00,$0.00,6/30/2015,6/16/2015,,False,$25.00,$0.00,16129,7/2/2015,False,$0.00,537910,2015,$0.00,Bank Report,6/16 - 6/30/2015
Sumbul,"$21,221.22",D,$0.00,"$17,816.22",72,627959,$0.00,60013,,,"$3,625.00",$220.00,2017-10-04T09:24:34.027,10/4/2017,Bank Reporter 3,3625.0,"Siddiqui, Sumbul",$0.00,$0.00,9/30/2017,9/16/2017,,False,"$3,625.00",$0.00,16556,10/4/2017,False,$220.00,627959,2017,$0.00,Bank Report,9/16 - 9/30/2017
Sumbul,"$17,816.22",D,$0.00,"$19,180.95",71,625719,$0.00,60013,,,$915.00,"$2,279.73",2017-09-18T15:18:06.387,9/18/2017,Bank Reporter 3,915.0,"Siddiqui, Sumbul",$0.00,$0.00,9/15/2017,9/1/2017,,False,$915.00,$0.00,16556,9/18/2017,False,"$2,279.73",625719,2017,$0.00,Bank Report,9/1 - 9/15/2017
Sumbul,"$19,180.95",D,$0.00,"$18,281.17",72,624213,$0.00,60013,,,"$2,535.00","$1,635.22",2017-09-06T11:42:04.8,9/6/2017,Bank Reporter 3,2535.0,"Siddiqui, Sumbul",$0.00,$0.00,8/31/2017,8/16/2017,,False,"$2,535.00",$0.00,16556,9/6/2017,False,"$1,635.22",624213,2017,$0.00,Bank Report,8/16 - 8/31/2017
Sumbul,"$18,281.17",D,$0.00,"$19,157.21",71,621340,$0.00,60013,,,"$1,430.00","$2,306.04",2017-08-16T13:38:46.667,8/16/2017,Bank Reporter 3,1430.0,"Siddiqui, Sumbul",$0.00,$0.00,8/15/2017,8/1/2017,,False,"$1,430.00",$0.00,16556,8/16/2017,False,"$2,306.04",621340,2017,$0.00,Bank Report,8/1 - 8/15/2017
Sumbul,"$19,157.21",D,$0.00,"$18,114.62",72,619460,$0.00,60013,,,"$1,835.00",$792.41,2017-08-01T09:41:26.98,8/1/2017,Bank Reporter 3,1835.0,"Siddiqui, Sumbul",$0.00,$0.00,7/31/2017,7/16/2017,,False,"$1,835.00",$0.00,16556,8/1/2017,False,$792.41,619460,2017,$0.00,Bank Report,7/16 - 7/31/2017
Sumbul,"$18,114.62",D,$0.00,"$19,402.56",71,617737,$0.00,60013,,,"$1,800.00","$3,087.94",2017-07-17T14:18:34.047,7/17/2017,Bank Reporter 3,1800.0,"Siddiqui, Sumbul",$0.00,$0.00,7/15/2017,7/1/2017,,False,"$1,800.00",$0.00,16556,7/17/2017,False,"$3,087.94",617737,2017,$0.00,Bank Report,7/1 - 7/15/2017
Sumbul,"$19,402.56",D,$0.00,"$16,492.54",72,616040,$0.00,60013,,,"$3,415.00",$504.98,2017-07-05T09:57:38.743,7/5/2017,Bank Reporter 3,3415.0,"Siddiqui, Sumbul",$0.00,$0.00,6/30/2017,6/16/2017,,False,"$3,415.00",$0.00,16556,7/5/2017,False,$504.98,616040,2017,$0.00,Bank Report,6/16 - 6/30/2017
Sumbul,"$16,492.54",D,$0.00,"$15,192.98",71,613695,$0.00,60013,,,"$4,140.00","$2,840.44",2017-06-16T11:40:47.387,6/16/2017,Bank Reporter 3,4140.0,"Siddiqui, Sumbul",$0.00,$0.00,6/15/2017,6/1/2017,,False,"$4,140.00",$0.00,16556,6/16/2017,False,"$2,840.44",613695,2017,$0.00,Bank Report,6/1 - 6/15/2017
Sumbul,"$15,192.98",D,$0.00,"$10,819.82",72,612338,$0.00,60013,,,"$6,379.00","$2,005.84",2017-06-02T14:14:58.347,6/2/2017,Bank Reporter 3,6379.0,"Siddiqui, Sumbul",$0.00,$0.00,5/31/2017,5/16/2017,,False,"$6,379.00",$0.00,16556,6/2/2017,False,"$2,005.84",612338,2017,$0.00,Bank Report,5/16 - 5/30/2017
Sumbul,"$10,819.82",D,$0.00,"$8,797.08",71,610129,$0.00,60013,,,"$2,470.60",$447.86,2017-05-16T12:48:43.56,5/16/2017,Bank Reporter 3,2470.6,"Siddiqui, Sumbul",$0.00,$0.00,5/15/2017,5/1/2017,,False,"$2,470.60",$0.00,16556,5/16/2017,False,$447.86,610129,2017,$0.00,Bank Report,5/1 - 5/15/2017
Sumbul,"$8,797.08",D,$0.00,"$4,922.08",72,608433,$0.00,60013,,,"$4,075.00",$200.00,2017-05-01T15:11:18.907,5/1/2017,Bank Reporter 3,4075.0,"Siddiqui, Sumbul",$0.00,$0.00,4/30/2017,4/16/2017,,False,"$4,075.00",$0.00,16556,5/1/2017,False,$200.00,608433,2017,$0.00,Bank Report,4/16 - 4/30/2017
Sumbul,"$4,922.08",D,$0.00,"$1,271.00",71,606904,$0.00,60013,,,"$3,819.00",$167.92,2017-04-17T13:50:05.883,4/17/2017,Bank Reporter 3,3819.0,"Siddiqui, Sumbul",$0.00,$0.00,4/15/2017,4/1/2017,,False,"$3,819.00",$0.00,16556,4/17/2017,False,$167.92,606904,2017,$0.00,Bank Report,4/1 - 4/15/2017
Sumbul,"$1,271.00",D,$0.00,"$1,271.00",72,605588,$0.00,60013,,,$0.00,$0.00,2017-04-03T15:07:33.747,4/3/2017,Bank Reporter 3,0.0,"Siddiqui, Sumbul",$0.00,$0.00,3/31/2017,3/16/2017,,False,$0.00,$0.00,16556,4/3/2017,False,$0.00,605588,2017,$0.00,Bank Report,3/16 - 3/31/2017
Sumbul,"$1,271.00",D,$0.00,$20.00,71,603805,$0.00,60013,,,"$1,251.00",$0.00,2017-03-16T10:39:07.53,3/16/2017,Bank Reporter 3,1251.0,"Siddiqui, Sumbul",$0.00,$0.00,3/15/2017,3/1/2017,,False,"$1,251.00",$0.00,16556,3/16/2017,False,$0.00,603805,2017,$0.00,Bank Report,3/1 - 3/15/2017
Sumbul,$20.00,D,$0.00,$0.00,72,602677,$0.00,60013,,,$20.00,$0.00,2017-03-01T14:41:01.07,3/1/2017,Bank Reporter 3,20.0,"Siddiqui, Sumbul",$0.00,$0.00,2/28/2017,2/16/2017,,False,$20.00,$0.00,16556,3/1/2017,False,$0.00,602677,2017,$0.00,Bank Report,2/16 - 2/28-29/2017
Jefferson R.,$5.00,D,$0.00,$10.00,72,627981,$0.00,60013,,,$0.00,$5.00,2017-10-04T09:52:30.797,10/4/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,9/30/2017,9/16/2017,,False,$0.00,$0.00,15628,10/4/2017,False,$5.00,627981,2017,$0.00,Bank Report,9/16 - 9/30/2017
Jefferson R.,$10.00,D,$0.00,$10.00,71,625694,$0.00,60013,,,$0.00,$0.00,2017-09-18T15:06:48.213,9/18/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,9/15/2017,9/1/2017,,False,$0.00,$0.00,15628,9/18/2017,False,$0.00,625694,2017,$0.00,Bank Report,9/1 - 9/15/2017
Jefferson R.,$10.00,D,$0.00,$15.00,72,624205,$0.00,60013,,,$0.00,$5.00,2017-09-06T11:10:24.12,9/6/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,8/31/2017,8/16/2017,,False,$0.00,$0.00,15628,9/6/2017,False,$5.00,624205,2017,$0.00,Bank Report,8/16 - 8/31/2017
Jefferson R.,$15.00,D,$0.00,$15.00,71,621296,$0.00,60013,,,$0.00,$0.00,2017-08-16T13:14:21.9,8/16/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,8/15/2017,8/1/2017,,False,$0.00,$0.00,15628,8/16/2017,False,$0.00,621296,2017,$0.00,Bank Report,8/1 - 8/15/2017
Jefferson R.,$15.00,D,$0.00,$20.00,72,619463,$0.00,60013,,,$0.00,$5.00,2017-08-01T09:43:28.02,8/1/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,7/31/2017,7/16/2017,,False,$0.00,$0.00,15628,8/1/2017,False,$5.00,619463,2017,$0.00,Bank Report,7/16 - 7/31/2017
Jefferson R.,$20.00,D,$0.00,$20.00,71,617743,$0.00,60013,,,$0.00,$0.00,2017-07-17T14:22:00.863,7/17/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,7/15/2017,7/1/2017,,False,$0.00,$0.00,15628,7/17/2017,False,$0.00,617743,2017,$0.00,Bank Report,7/1 - 7/15/2017
Jefferson R.,$20.00,D,$0.00,$25.00,72,616069,$0.00,60013,,,$0.00,$5.00,2017-07-05T10:19:46.123,7/5/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,6/30/2017,6/16/2017,,False,$0.00,$0.00,15628,7/5/2017,False,$5.00,616069,2017,$0.00,Bank Report,6/16 - 6/30/2017
Jefferson R.,$25.00,D,$0.00,$25.00,71,613706,$0.00,60013,,,$0.00,$0.00,2017-06-16T11:51:34.843,6/16/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,6/15/2017,6/1/2017,,False,$0.00,$0.00,15628,6/16/2017,False,$0.00,613706,2017,$0.00,Bank Report,6/1 - 6/15/2017
Jefferson R.,$25.00,D,$0.00,$30.00,72,612359,$0.00,60013,,,$0.00,$5.00,2017-06-02T14:35:46.947,6/2/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,5/31/2017,5/16/2017,,False,$0.00,$0.00,15628,6/2/2017,False,$5.00,612359,2017,$0.00,Bank Report,5/16 - 5/30/2017
Jefferson R.,$30.00,D,$0.00,$30.00,71,610033,$0.00,60013,,,$0.00,$0.00,2017-05-16T11:29:45.657,5/16/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,5/15/2017,5/1/2017,,False,$0.00,$0.00,15628,5/16/2017,False,$0.00,610033,2017,$0.00,Bank Report,5/1 - 5/15/2017
Jefferson R.,$30.00,D,$0.00,$35.00,72,608440,$0.00,60013,,,$0.00,$5.00,2017-05-01T15:18:47.633,5/1/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,4/30/2017,4/16/2017,,False,$0.00,$0.00,15628,5/1/2017,False,$5.00,608440,2017,$0.00,Bank Report,4/16 - 4/30/2017
Jefferson R.,$35.00,D,$0.00,$35.00,71,606888,$0.00,60013,,,$0.00,$0.00,2017-04-17T13:24:45.5,4/17/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,4/15/2017,4/1/2017,,False,$0.00,$0.00,15628,4/17/2017,False,$0.00,606888,2017,$0.00,Bank Report,4/1 - 4/15/2017
Jefferson R.,$35.00,D,$0.00,$40.00,72,605561,$0.00,60013,,,$0.00,$5.00,2017-04-03T14:54:34.203,4/3/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,3/31/2017,3/16/2017,,False,$0.00,$0.00,15628,4/3/2017,False,$5.00,605561,2017,$0.00,Bank Report,3/16 - 3/31/2017
Jefferson R.,$40.00,D,$0.00,$40.00,71,603765,$0.00,60013,,,$0.00,$0.00,2017-03-16T10:26:07.983,3/16/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,3/15/2017,3/1/2017,,False,$0.00,$0.00,15628,3/16/2017,False,$0.00,603765,2017,$0.00,Bank Report,3/1 - 3/15/2017
Jefferson R.,$40.00,D,$0.00,$45.00,72,602671,$0.00,60013,,,$0.00,$5.00,2017-03-01T14:36:32.177,3/1/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,2/28/2017,2/16/2017,,False,$0.00,$0.00,15628,3/1/2017,False,$5.00,602671,2017,$0.00,Bank Report,2/16 - 2/28-29/2017
Jefferson R.,$45.00,D,$0.00,$45.00,71,601492,$0.00,60013,,,$0.00,$0.00,2017-02-16T13:10:58.83,2/16/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,2/15/2017,2/1/2017,,False,$0.00,$0.00,15628,2/16/2017,False,$0.00,601492,2017,$0.00,Bank Report,2/1 - 2/15/2017
Jefferson R.,$45.00,D,$0.00,$50.00,72,600541,$0.00,60013,,,$0.00,$5.00,2017-02-02T13:44:54.26,2/2/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,1/31/2017,1/16/2017,,False,$0.00,$0.00,15628,2/2/2017,False,$5.00,600541,2017,$0.00,Bank Report,1/16 - 1/31/2017
Jefferson R.,$50.00,D,$0.00,$50.00,71,597580,$0.00,60013,,,$0.00,$0.00,2017-01-17T10:31:30.277,1/17/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,1/15/2017,1/1/2017,,False,$0.00,$0.00,15628,1/17/2017,False,$0.00,597580,2017,$0.00,Bank Report,1/1 - 1/15/2017
Jefferson R.,$50.00,D,$0.00,$55.00,72,595708,$0.00,60013,,,$0.00,$5.00,2017-01-03T12:50:17.847,1/3/2017,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,12/31/2016,12/16/2016,,False,$0.00,$0.00,15628,1/3/2017,False,$5.00,595708,2016,$0.00,Bank Report,12/16 - 12/31/2016
Jefferson R.,$55.00,D,$0.00,$55.00,71,593894,$0.00,60013,,,$0.00,$0.00,2016-12-16T13:18:47.557,12/16/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,12/15/2016,12/1/2016,,False,$0.00,$0.00,15628,12/16/2016,False,$0.00,593894,2016,$0.00,Bank Report,12/1 - 12/15/2016
Jefferson R.,$55.00,D,$0.00,$60.00,72,592648,$0.00,60013,,,$0.00,$5.00,2016-12-01T12:59:10.673,12/1/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,11/30/2016,11/16/2016,,False,$0.00,$0.00,15628,12/1/2016,False,$5.00,592648,2016,$0.00,Bank Report,11/16 - 11/30/2016
Jefferson R.,$60.00,D,$0.00,$60.00,71,591714,$0.00,60013,,,$0.00,$0.00,2016-11-18T12:50:38.97,11/18/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,11/15/2016,11/1/2016,,False,$0.00,$0.00,15628,11/18/2016,False,$0.00,591714,2016,$0.00,Bank Report,11/1 - 11/15/2016
Jefferson R.,$60.00,D,$0.00,$65.00,72,589523,$0.00,60013,,,$0.00,$5.00,2016-11-01T11:27:30.79,11/1/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,10/31/2016,10/16/2016,,False,$0.00,$0.00,15628,11/1/2016,False,$5.00,589523,2016,$0.00,Bank Report,10/16 - 10/31/2016
Jefferson R.,$65.00,D,$0.00,$65.00,71,587263,$0.00,60013,,,$0.00,$0.00,2016-10-17T09:56:03.887,10/17/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,10/15/2016,10/1/2016,,False,$0.00,$0.00,15628,10/17/2016,False,$0.00,587263,2016,$0.00,Bank Report,10/1 - 10/15/2016
Jefferson R.,$65.00,D,$0.00,$70.00,72,585925,$0.00,60013,,,$0.00,$5.00,2016-10-03T10:39:40.1,10/3/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,9/30/2016,9/16/2016,,False,$0.00,$0.00,15628,10/3/2016,False,$5.00,585925,2016,$0.00,Bank Report,9/16 - 9/30/2016
Jefferson R.,$70.00,D,$0.00,$70.00,71,584266,$0.00,60013,,,$0.00,$0.00,2016-09-16T09:54:16.517,9/16/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,9/15/2016,9/1/2016,,False,$0.00,$0.00,15628,9/16/2016,False,$0.00,584266,2016,$0.00,Bank Report,9/1 - 9/15/2016
Jefferson R.,$70.00,D,$0.00,$75.00,72,582851,$0.00,60013,,,$0.00,$5.00,2016-09-01T09:01:20.603,9/1/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,8/31/2016,8/16/2016,,False,$0.00,$0.00,15628,9/1/2016,False,$5.00,582851,2016,$0.00,Bank Report,8/16 - 8/31/2016
Jefferson R.,$75.00,D,$0.00,$75.00,71,580862,$0.00,60013,,,$0.00,$0.00,2016-08-16T11:39:44.58,8/16/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,8/15/2016,8/1/2016,,False,$0.00,$0.00,15628,8/16/2016,False,$0.00,580862,2016,$0.00,Bank Report,8/1 - 8/15/2016
Jefferson R.,$75.00,D,$0.00,$80.00,72,579387,$0.00,60013,,,$0.00,$5.00,2016-08-01T10:48:48.87,8/1/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,7/31/2016,7/16/2016,,False,$0.00,$0.00,15628,8/1/2016,False,$5.00,579387,2016,$0.00,Bank Report,7/16 - 7/31/2016
Jefferson R.,$80.00,D,$0.00,$80.00,71,577991,$0.00,60013,,,$0.00,$0.00,2016-07-18T09:50:10.67,7/18/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,7/15/2016,7/1/2016,,False,$0.00,$0.00,15628,7/18/2016,False,$0.00,577991,2016,$0.00,Bank Report,7/1 - 7/15/2016
Jefferson R.,$80.00,D,$0.00,$85.00,72,576809,$0.00,60013,,,$0.00,$5.00,2016-07-01T14:16:03.847,7/1/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,6/30/2016,6/16/2016,,False,$0.00,$0.00,15628,7/1/2016,False,$5.00,576809,2016,$0.00,Bank Report,6/16 - 6/30/2016
Jefferson R.,$85.00,D,$0.00,$85.00,71,576392,$0.00,60013,,,$0.00,$0.00,2016-06-28T12:52:21.983,6/28/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,6/15/2016,6/1/2016,,False,$0.00,$0.00,15628,6/28/2016,False,$0.00,576392,2016,$0.00,Bank Report,6/1 - 6/15/2016
Jefferson R.,$85.00,D,$0.00,$90.00,72,573825,$0.00,60013,,,$0.00,$5.00,2016-06-02T11:03:19.55,6/2/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,5/31/2016,5/16/2016,,False,$0.00,$0.00,15628,6/2/2016,False,$5.00,573825,2016,$0.00,Bank Report,5/16 - 5/30/2016
Jefferson R.,$90.00,D,$0.00,$90.00,71,572720,$0.00,60013,,,$0.00,$0.00,2016-05-18T13:40:21.41,5/18/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,5/15/2016,5/1/2016,,False,$0.00,$0.00,15628,5/18/2016,False,$0.00,572720,2016,$0.00,Bank Report,5/1 - 5/15/2016
Jefferson R.,$90.00,D,$0.00,$90.00,72,571728,$0.00,60013,,,$0.00,$0.00,2016-05-09T15:20:48.853,5/9/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,4/30/2016,4/16/2016,,False,$0.00,$0.00,15628,5/9/2016,False,$0.00,571728,2016,$0.00,Bank Report,4/16 - 4/30/2016
Jefferson R.,$90.00,D,$0.00,$90.00,71,570060,$0.00,60013,,,$0.00,$0.00,2016-04-20T10:21:50.583,4/20/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,4/15/2016,4/1/2016,,False,$0.00,$0.00,15628,4/20/2016,False,$0.00,570060,2016,$0.00,Bank Report,4/1 - 4/15/2016
Jefferson R.,$90.00,D,$0.00,$95.00,72,568739,$0.00,60013,,,$0.00,$5.00,2016-04-05T09:53:14.367,4/5/2016,Bank Reporter 3,0.0,"Smith, Jefferson R.",$0.00,$0.00,3/31/2016,3/16/2016,,False,$0.00,$0.00,15628,4/5/2016,False,$5.00,568739,2016,$0.00,Bank Report,3/16 - 3/31/2016
